749;2025-11-05 17:23:14.53;2025-11-06 18:23:14.123;PRESENTE;;;13.8012377,-89.1767005;Presencial;2025-11-05 17:23:14.531;2025-11-06 18:23:14.124;126;126;2886
173;2025-10-30 17:03:57.431;2025-10-30 17:52:17.542;PRESENTE;;;13.7288929,-89.1689774;Presencial;2025-10-30 17:03:57.431;2025-10-30 17:52:17.543;173;173;3631
3846;2025-10-30 17:03:57.435;2025-10-30 17:52:17.542;PRESENTE;;;13.7288929,-89.1689774;Presencial;2025-10-30 17:03:57.435;2025-10-30 17:52:17.543;173;173;3631
4768;2025-10-30 17:03:57.439;2025-10-30 17:52:17.542;PRESENTE;;;13.7288929,-89.1689774;Presencial;2025-10-30 17:03:57.44;2025-10-30 17:52:17.543;173;173;3631
273;2025-10-29 02:39:05.488;2025-11-05 21:48:48.646;PRESENTE;;;13.7377047,-89.1349473;Presencial;2025-10-29 02:39:05.488;2025-11-05 21:48:48.646;273;273;3791
102;2025-11-05 16:23:28.865;2025-11-05 17:00:07.454;PRESENTE;;;14.1041988,-88.8545667;Presencial;2025-11-05 16:23:28.866;2025-11-05 17:00:07.455;102;102;1831
3656;2025-11-05 16:23:28.869;2025-11-05 17:00:07.454;PRESENTE;;;14.1041988,-88.8545667;Presencial;2025-11-05 16:23:28.87;2025-11-05 17:00:07.455;102;102;1831
285;2025-11-05 17:38:42.301;2025-11-06 17:53:17.698;PRESENTE;;;13.832492,-89.6988061;Presencial;2025-11-05 17:38:42.302;2025-11-06 17:53:17.699;285;285;1791
2291;2025-10-28 17:08:39.486;2025-11-04 18:00:01.297;PRESENTE;;;13.6116205,-89.2331091;Presencial;2025-10-28 17:08:39.486;2025-11-04 18:00:01.298;8;8;3211
467;2025-11-05 17:23:14.534;2025-11-06 18:23:14.123;PRESENTE;;;13.8012377,-89.1767005;Presencial;2025-11-05 17:23:14.534;2025-11-06 18:23:14.124;126;126;2886
2629;2025-11-05 17:38:42.306;2025-11-06 17:53:17.698;PRESENTE;;;13.832492,-89.6988061;Presencial;2025-11-05 17:38:42.307;2025-11-06 17:53:17.699;285;285;1791
