id;eventId;trainingModuleId;responsibleId
4783;11;5;302
4784;11;1;63
4785;11;2;63
4786;11;3;63
4787;11;4;63
4788;11;5;63
4789;11;1;263
4790;11;2;263
4791;11;3;263
4792;11;4;263
4793;11;5;263
4794;11;1;96
4795;11;2;96
4796;11;3;96
4797;11;4;96
4798;11;5;96
4799;11;1;242
4800;11;2;242
4801;11;3;242
4802;11;4;242
4803;11;5;242
4804;11;1;5
4805;11;2;5
4806;11;3;5
4807;11;4;5
4808;11;5;5
4809;11;1;251
4810;11;2;251
4811;11;3;251
4812;11;4;251
4813;11;5;251
4814;11;1;292
4815;11;2;292
4816;11;3;292
4817;11;4;292
4818;11;5;292
4819;11;1;136
4820;11;2;136
4821;11;3;136
4822;11;4;136
4823;11;5;136
4824;11;1;116
4825;11;2;116
4826;11;3;116
4827;11;4;116
4828;11;5;116
4829;11;1;2
4830;11;2;2
4831;11;3;2
4832;11;4;2
4833;11;5;2
4834;11;1;40
4835;11;2;40
4836;11;3;40
4837;11;4;40
4838;11;5;40
4839;11;1;3
4840;11;2;3
4841;11;3;3
4842;11;4;3
4843;11;5;3
4844;11;1;26
4845;11;2;26
4846;11;3;26
4847;11;4;26
4848;11;5;26
4849;11;1;150
4850;11;2;150
4851;11;3;150
4852;11;4;150
4853;11;5;150
4854;11;1;233
4855;11;2;233
4856;11;3;233
4857;11;4;233
4858;11;5;233
4859;12;1;111
4860;12;2;111
4861;12;3;111
4862;12;4;111
4863;12;5;111
4864;12;1;96
4865;12;2;96
4866;12;3;96
4867;12;4;96
4868;12;5;96
4869;12;1;2
4870;12;2;2
4871;12;3;2
4872;12;4;2
4873;12;5;2
4874;12;1;95
4875;12;2;95
4876;12;3;95
4877;12;4;95
4878;12;5;95
4879;12;1;92
4880;12;2;92
4881;12;3;92
4882;12;4;92
4883;12;5;92
4884;12;1;36
4885;12;2;36
4886;12;3;36
4887;12;4;36
4888;12;5;36
4889;12;1;86
4890;12;2;86
4891;12;3;86
4892;12;4;86
4893;12;5;86
4894;12;1;84
4895;12;2;84
4896;12;3;84
4897;12;4;84
4898;12;5;84
4899;12;1;148
4900;12;2;148
4901;12;3;148
4902;12;4;148
4903;12;5;148
4904;12;1;63
4905;12;2;63
4906;12;3;63
4907;12;4;63
4908;12;5;63
4909;12;1;60
4910;12;2;60
4911;12;3;60
4912;12;4;60
4913;12;5;60
4914;12;1;57
4915;12;2;57
4916;12;3;57
4917;12;4;57
4918;12;5;57
4919;12;1;242
4920;12;2;242
4921;12;3;242
4922;12;4;242
4923;12;5;242
4924;12;1;5
4925;12;2;5
4926;12;3;5
4927;12;4;5
4928;12;5;5
4929;12;1;43
4930;12;2;43
4931;12;3;43
4932;12;4;43
4933;12;5;43
4934;12;1;263
4935;12;2;263
4936;12;3;263
4937;12;4;263
4938;12;5;263
4939;12;1;40
4940;12;2;40
4941;12;3;40
4942;12;4;40
4943;12;5;40
4944;12;1;249
4945;12;2;249
4946;12;3;249
4947;12;4;249
4948;12;5;249
4949;12;1;288
4950;12;2;288
4951;12;3;288
4952;12;4;288
4953;12;5;288
4954;12;1;280
4955;12;2;280
4956;12;3;280
4957;12;4;280
4958;12;5;280
4959;12;1;168
4960;12;2;168
4961;12;3;168
4962;12;4;168
4963;12;5;168
4964;12;1;185
4965;12;2;185
4966;12;3;185
4967;12;4;185
4968;12;5;185
4969;12;1;136
4970;12;2;136
4971;12;3;136
4972;12;4;136
4973;12;5;136
4974;12;1;267
4975;12;2;267
4976;12;3;267
4977;12;4;267
4978;12;5;267
4979;12;1;230
4980;12;2;230
4981;12;3;230
4982;12;4;230
4983;12;5;230
4984;12;1;183
4985;12;2;183
4986;12;3;183
4987;12;4;183
4988;12;5;183
4989;12;1;176
4990;12;2;176
4991;12;3;176
4992;12;4;176
4993;12;5;176
4994;12;1;175
4995;12;2;175
4996;12;3;175
4997;12;4;175
4998;12;5;175
4999;12;1;228
5000;12;2;228
5001;12;3;228
5002;12;4;228
5003;12;5;228
5004;12;1;151
5005;12;2;151
5006;12;3;151
5007;12;4;151
5008;12;5;151
5009;12;1;150
5010;12;2;150
5011;12;3;150
5012;12;4;150
5013;12;5;150
5014;12;1;233
5015;12;2;233
5016;12;3;233
5017;12;4;233
5018;12;5;233
5019;12;1;133
5020;12;2;133
5021;12;3;133
5022;12;4;133
5023;12;5;133
5024;12;1;223
5025;12;2;223
5026;12;3;223
5027;12;4;223
5028;12;5;223
5029;12;1;130
5030;12;2;130
5031;12;3;130
5032;12;4;130
5033;12;5;130
5034;12;1;127
5035;12;2;127
5036;12;3;127
5037;12;4;127
5038;12;5;127
5039;12;1;26
5040;12;2;26
5041;12;3;26
5042;12;4;26
5043;12;5;26
5044;12;1;116
5045;12;2;116
5046;12;3;116
5047;12;4;116
5048;12;5;116
5049;12;1;3
5050;12;2;3
5051;12;3;3
5052;12;4;3
5053;12;5;3
5054;12;1;292
5055;12;2;292
5056;12;3;292
5057;12;4;292
5058;12;5;292
5059;12;1;208
5060;12;2;208
5061;12;3;208
5062;12;4;208
5063;12;5;208
5064;12;1;302
5065;12;2;302
5066;12;3;302
5067;12;4;302
5068;12;5;302
5069;12;1;305
5070;12;2;305
5071;12;3;305
5072;12;4;305
5073;12;5;305
5074;12;1;238
5075;12;2;238
5076;12;3;238
5077;12;4;238
5078;12;5;238
5079;12;1;308
5080;12;2;308
5081;12;3;308
5082;12;4;308
5083;12;5;308
5084;12;1;187
5085;12;2;187
5086;12;3;187
5087;12;4;187
5088;12;5;187
5089;12;1;312
5090;12;2;312
5091;12;3;312
5092;12;4;312
5093;12;5;312
5094;12;1;314
5095;12;2;314
5096;12;3;314
5097;12;4;314
5098;12;5;314
5099;12;1;114
5100;12;2;114
5101;12;3;114
5102;12;4;114
5103;12;5;114
5104;12;1;316
5105;12;2;316
5106;12;3;316
5107;12;4;316
5108;12;5;316
5109;12;1;251
5110;12;2;251
5111;12;3;251
5112;12;4;251
5113;12;5;251
